Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
24044;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24044;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24044;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24044;100001;0000804669;100977;6,48;19/12/23;4/3/24
24044;100009;0000812188;0002438496;864;30/1/24;26/2/24
24044;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24044;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24044;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24044;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24045;100001;0000804669;100977;72;19/12/23;4/3/24
24045;100002;0000812654;K55125135;72;31/1/24;13/3/24
24045;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24045;100004;0000738446;2463785;320;19/1/23;24/1/24
24045;100005;0000723171;M3889;96;4/11/22;4/3/24
24045;100006;0000814642;C5945;176;9/2/24;22/2/24
24045;100007;0000801438;3159265;8352;30/11/23;14/2/24
24045;100008;0000811957;A1682579;144;29/1/24;4/3/24
24045;100001;0000804669;100977;57,6;19/12/23;4/3/24
24045;100009;0000812188;0002438496;7688;30/1/24;26/2/24
24045;100002;0000812654;K55125135;384;31/1/24;11/3/24
24045;100010;0000800462;0002322586;96;27/11/23;1/12/23
24045;100011;0000804674;0002408591;3200;19/12/23;12/3/24
24045;100012;0000795416;3262705;7872;3/11/23;6/3/24
24045;100004;0000738446;2463785;83,2;19/1/23;24/1/24
24045;100005;0000723171;M3889;12,552;4/11/22;4/3/24
24045;100006;0000676218;C4837;23,296;7/3/22;1/2/24
24045;100007;0000801438;3159265;2169,6;30/11/23;14/2/24
24045;100008;0000779180;A1682479;18,736;3/8/23;24/1/24
24045;100001;0000804669;100977;7,544;19/12/23;4/3/24
24045;100009;0000812188;0002438496;998,128;30/1/24;26/2/24
24045;100002;0000812654;K55125135;50,384;31/1/24;1/3/24
24045;100010;0000800462;0002322586;12,56;27/11/23;1/12/23
24045;100011;0000804674;0002408591;415,36;19/12/23;6/3/24
24045;100012;0000800165;3262705;2046,304;24/11/23;19/2/24
24046;100001;0000804669;100977;72,176;19/12/23;4/3/24
24046;100002;0000812654;K55125135;72,464;31/1/24;11/3/24
24046;100001;0000804669;100977;72;19/12/23;4/3/24
24046;100002;0000812654;K55125135;72;31/1/24;1/3/24
24046;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24046;100004;0000738796;2463827;320;23/1/23;22/2/24
24046;100005;0000723171;M3889;96,12;4/11/22;4/3/24
24046;100006;0000676218;C4837;118,8;7/3/22;1/2/24
24046;100006;0000814642;C5945;58,424;9/2/24;22/2/24
24046;100007;0000801438;3159265;8352;30/11/23;14/2/24
24046;100008;0000779180;A1682479;144,4;3/8/23;24/1/24
24046;100001;0000804669;100977;57,904;19/12/23;4/3/24
24046;100009;0000812188;0002438496;7680;30/1/24;26/2/24
24046;100002;0000812654;K55125135;384;31/1/24;1/3/24
24046;100010;0000800462;0002322586;96,12;27/11/23;1/12/23
24046;100011;0000804674;0002408591;3200;19/12/23;6/3/24
24046;100012;0000800165;3262705;7872;24/11/23;19/2/24
24046;100004;0000738446;2463785;83,2;19/1/23;24/1/24
24046;100005;0000723171;M3889;12,552;4/11/22;4/3/24
24046;100006;0000676218;C4837;23,296;7/3/22;1/2/24
24046;100007;0000801438;3159265;2169,6;30/11/23;14/2/24
24046;100008;0000779180;A1682479;18,736;3/8/23;24/1/24
24046;100001;0000804669;100977;7,544;19/12/23;4/3/24
24046;100009;0000812188;0002438496;998,128;30/1/24;26/2/24
24046;100002;0000812654;K55125135;50,384;31/1/24;1/3/24
24046;100010;0000800462;0002322586;12,56;27/11/23;1/12/23
24046;100011;0000804674;0002408591;415,36;19/12/23;6/3/24
24046;100012;0000800165;3262705;2046,304;24/11/23;19/2/24
24046;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24046;100004;0000738446;2463785;316,8;19/1/23;24/1/24
24046;100005;0000723171;M3889;96;4/11/22;4/3/24
24046;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24046;100007;0000801438;3159265;8352;30/11/23;14/2/24
24046;100008;0000811957;A1682579;144,8;29/1/24;4/3/24
24046;100001;0000804669;100977;57,6;19/12/23;4/3/24
24046;100009;0000812188;0002438496;7680,8;30/1/24;26/2/24
24046;100002;0000812654;K55125135;384,8;31/1/24;11/3/24
24046;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24046;100011;0000804674;0002408591;3200;19/12/23;6/3/24
24046;100012;0000795416;3262705;7872;3/11/23;6/3/24
24047;100001;0000804669;100977;72;19/12/23;4/3/24
24047;100002;0000820714;K55125135;72;11/3/24;12/3/24
24047;100001;0000804669;100977;72;19/12/23;4/3/24
24047;100002;0000820714;K55125135;72;11/3/24;12/3/24
24047;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24047;100004;0000738804;2463829;283,2;23/1/23;14/3/24
24047;100004;0000738446;2463785;36,8;19/1/23;24/1/24
24047;100005;0000723171;M3889;96;4/11/22;4/3/24
24047;100006;0000814642;C5945;176;9/2/24;22/2/24
24047;100007;0000815779;3277679;8352;15/2/24;8/3/24
24047;100008;0000811957;A1682579;144;29/1/24;4/3/24
24047;100001;0000804669;100977;57,52;19/12/23;4/3/24
24047;100009;0000812188;0002438496;7680;30/1/24;26/2/24
24047;100002;0000812654;K55125135;384;31/1/24;13/3/24
24047;100010;0000800462;0002322586;96;27/11/23;1/12/23
24047;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24047;100012;0000808921;3319235;7872;16/1/24;12/3/24
24047;100004;0000738446;2463785;72;19/1/23;24/1/24
24047;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24047;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24047;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24047;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24047;100001;0000804669;100977;6,48;19/12/23;4/3/24
24047;100009;0000812188;0002438496;864;30/1/24;26/2/24
24047;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24047;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24047;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24047;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24047;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24047;100004;0000738804;2463829;316,8;23/1/23;14/3/24
24047;100004;0000738446;2463785;3,2;19/1/23;24/1/24
24047;100005;0000723171;M3889;96;4/11/22;4/3/24
24047;100006;0000814642;C5945;177,496;9/2/24;22/2/24
24047;100007;0000815779;3277679;8352;15/2/24;8/3/24
24047;100008;0000811957;A1682579;143,896;29/1/24;4/3/24
24047;100001;0000804669;100977;57,424;19/12/23;4/3/24
24047;100009;0000812188;0002438496;7680;30/1/24;15/3/24
24047;100002;0000820714;K55125135;384;11/3/24;12/3/24
24047;100010;0000800462;0002322586;96;27/11/23;1/12/23
24047;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24047;100012;0000808921;3319235;7880;16/1/24;12/3/24
24048;100001;0000804669;100977;72,176;19/12/23;4/3/24
24048;100002;0000812654;K55125135;72,096;31/1/24;11/3/24
24048;100001;0000804669;100977;72,16;19/12/23;4/3/24
24048;100002;0000812654;K55125135;72;31/1/24;1/3/24
24048;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24048;100004;0000738796;2463827;320;23/1/23;22/2/24
24048;100005;0000723171;M3889;96;4/11/22;4/3/24
24048;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24048;100007;0000801438;3159265;8352;30/11/23;14/2/24
24048;100008;0000779180;A1682479;144,8;3/8/23;24/1/24
24048;100001;0000804669;100977;57,6;19/12/23;4/3/24
24048;100009;0000812188;0002438496;7680;30/1/24;26/2/24
24048;100002;0000812654;K55125135;384,8;31/1/24;1/3/24
24048;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24048;100011;0000804674;0002408591;3200;19/12/23;6/3/24
24048;100012;0000800165;3262705;7872;24/11/23;19/2/24
24048;100004;0000738446;2463785;83,2;19/1/23;24/1/24
24048;100005;0000723171;M3889;12,552;4/11/22;4/3/24
24048;100006;0000676218;C4837;23,296;7/3/22;1/2/24
24048;100007;0000801438;3159265;2169,6;30/11/23;14/2/24
24048;100008;0000779180;A1682479;18,736;3/8/23;24/1/24
24048;100001;0000804669;100977;7,544;19/12/23;4/3/24
24048;100009;0000812188;0002438496;998,128;30/1/24;26/2/24
24048;100002;0000812654;K55125135;50,384;31/1/24;1/3/24
24048;100010;0000800462;0002322586;12,56;27/11/23;1/12/23
24048;100011;0000804674;0002408591;415,36;19/12/23;6/3/24
24048;100012;0000800165;3262705;2046,304;24/11/23;19/2/24
24048;100003;0000677338;0005645346;4832;11/3/22;6/3/24
24048;100004;0000738796;2463827;164;23/1/23;22/2/24
24048;100004;0000738446;2463785;156;19/1/23;24/1/24
24048;100005;0000723171;M3889;96,52;4/11/22;4/3/24
24048;100006;0000814642;C5945;177,824;9/2/24;22/2/24
24048;100007;0000801438;3159265;8352;30/11/23;14/2/24
24048;100008;0000779180;A1682479;144,4;3/8/23;24/1/24
24048;100001;0000804669;100977;57,864;19/12/23;4/3/24
24048;100009;0000812188;0002438496;7680;30/1/24;26/2/24
24048;100002;0000812654;K55125135;383,2;31/1/24;11/3/24
24048;100010;0000800462;0002322586;96,104;27/11/23;1/12/23
24048;100011;0000804674;0002408591;3216;19/12/23;6/3/24
24048;100012;0000800165;3262705;6110,232;24/11/23;19/2/24
24048;100012;0000795416;3262705;1761,768;3/11/23;6/3/24
24049;100001;0000804669;100977;72;19/12/23;4/3/24
24049;100002;0000820714;K55125135;72;11/3/24;12/3/24
24049;100003;0000677338;0005645346;4800;11/3/22;6/3/24
24049;100004;0000738446;2463785;316,8;19/1/23;24/1/24
24049;100005;0000723171;M3889;96;4/11/22;4/3/24
24049;100006;0000814642;C5945;177,1064;9/2/24;22/2/24
24049;100006;0000676218;C4837;0,4936;7/3/22;1/2/24
24049;100007;0000801438;3159265;6333,8224;30/11/23;14/2/24
24049;100007;0000815779;3277679;2018,1776;15/2/24;8/3/24
24049;100008;0000811957;A1682579;142,864;29/1/24;4/3/24
24049;100008;0000779180;A1682479;1,136;3/8/23;24/1/24
24049;100001;0000804669;100977;57,6;19/12/23;4/3/24
24049;100009;0000812188;0002438496;7688;30/1/24;26/2/24
24049;100002;0000812654;K55125135;384,8;31/1/24;13/3/24
24049;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24049;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24049;100012;0000808921;3319235;6155,552;16/1/24;12/3/24
24049;100012;0000795416;3262705;1716,448;3/11/23;6/3/24
24049;100004;0000738446;2463785;72;19/1/23;24/1/24
24049;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24049;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24049;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24049;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24049;100001;0000804669;100977;6,48;19/12/23;4/3/24
24049;100009;0000812188;0002438496;864;30/1/24;26/2/24
24049;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24049;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24049;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24049;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24050;100001;0000804669;100977;72,36;19/12/23;4/3/24
24050;100002;0000820714;K55125135;72,072;11/3/24;20/3/24
24050;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24050;100004;0000738804;2463829;316,8;23/1/23;14/3/24
24050;100005;0000723171;M3889;96,136;4/11/22;4/3/24
24050;100006;0000814642;C5945;176,4;9/2/24;22/2/24
24050;100007;0000822448;4045286;8000;19/3/24;19/3/24
24050;100007;0000815779;3277679;352;15/2/24;8/3/24
24050;100008;0000811957;A1682579;144;29/1/24;4/3/24
24050;100001;0000804669;100977;57,6;19/12/23;4/3/24
24050;100009;0000812188;0002438496;7688;30/1/24;15/3/24
24050;100002;0000820714;K55125135;385,6;11/3/24;20/3/24
24050;100010;0000800462;0002322586;95,648;27/11/23;1/12/23
24050;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24050;100012;0000795416;3262705;7872;3/11/23;20/3/24
24050;100004;0000738446;2463785;72;19/1/23;24/1/24
24050;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24050;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24050;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24050;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24050;100001;0000804669;100977;6,48;19/12/23;4/3/24
24050;100009;0000812188;0002438496;864;30/1/24;26/2/24
24050;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24050;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24050;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24050;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24051;100001;0000804669;100977;72,088;19/12/23;4/3/24
24051;100002;0000820714;K55125135;71,944;11/3/24;20/3/24
24051;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24051;100004;0000738804;2463829;320;23/1/23;14/3/24
24051;100005;0000723171;M3889;96,96;4/11/22;4/3/24
24051;100006;0000814642;C5945;177,2;9/2/24;22/2/24
24051;100007;0000822448;4045286;8000;19/3/24;19/3/24
24051;100007;0000815779;3277679;352;15/2/24;8/3/24
24051;100008;0000811957;A1682579;144;29/1/24;4/3/24
24051;100001;0000804669;100977;57,6;19/12/23;4/3/24
24051;100009;0000812188;0002438496;7680;30/1/24;15/3/24
24051;100002;0000820714;K55125135;383,968;11/3/24;20/3/24
24051;100010;0000800462;0002322586;96,264;27/11/23;1/12/23
24051;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24051;100012;0000795416;3262705;7872;3/11/23;20/3/24
24051;100004;0000738446;2463785;72;19/1/23;24/1/24
24051;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24051;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24051;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24051;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24051;100001;0000804669;100977;6,48;19/12/23;4/3/24
24051;100009;0000812188;0002438496;864;30/1/24;26/2/24
24051;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24051;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24051;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24051;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24052;100001;0000804669;100977;71,936;19/12/23;4/3/24
24052;100002;0000820714;K55125135;72,088;11/3/24;20/3/24
24052;100001;0000804669;100977;72,36;19/12/23;4/3/24
24052;100002;0000820714;K55125135;72,072;11/3/24;20/3/24
24052;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24052;100004;0000738804;2463829;316,8;23/1/23;14/3/24
24052;100005;0000723171;M3889;96,136;4/11/22;4/3/24
24052;100006;0000814642;C5945;176,4;9/2/24;22/2/24
24052;100007;0000822448;4045286;8000;19/3/24;19/3/24
24052;100007;0000815779;3277679;352;15/2/24;8/3/24
24052;100008;0000811957;A1682579;144;29/1/24;4/3/24
24052;100001;0000804669;100977;57,6;19/12/23;4/3/24
24052;100009;0000812188;0002438496;7688;30/1/24;15/3/24
24052;100002;0000820714;K55125135;385,6;11/3/24;20/3/24
24052;100010;0000800462;0002322586;95,648;27/11/23;1/12/23
24052;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24052;100012;0000795416;3262705;7872;3/11/23;20/3/24
24052;100004;0000738446;2463785;72;19/1/23;24/1/24
24052;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24052;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24052;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24052;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24052;100001;0000804669;100977;6,48;19/12/23;4/3/24
24052;100009;0000812188;0002438496;864;30/1/24;26/2/24
24052;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24052;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24052;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24052;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24052;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24052;100004;0000738804;2463829;287,2;23/1/23;14/3/24
24052;100004;0000738806;2463830;32,8;23/1/23;21/3/24
24052;100005;0000723171;M3889;96,8;4/11/22;4/3/24
24052;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24052;100007;0000822448;4045286;8000;19/3/24;19/3/24
24052;100007;0000815779;3277679;352;15/2/24;8/3/24
24052;100008;0000811957;A1682579;144;29/1/24;4/3/24
24052;100001;0000804669;100977;57,6;19/12/23;4/3/24
24052;100009;0000820609;0002439101;7688;11/3/24;20/3/24
24052;100002;0000820714;K55125135;384,8;11/3/24;20/3/24
24052;100010;0000800462;0002322586;96,8;27/11/23;1/12/23
24052;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24052;100012;0000795416;3262705;7872;3/11/23;20/3/24
24053;100001;0000804669;100977;72,088;19/12/23;4/3/24
24053;100002;0000820714;K55125135;71,488;11/3/24;20/3/24
24053;100001;0000804669;100977;72,088;19/12/23;4/3/24
24053;100002;0000820714;K55125135;71,944;11/3/24;20/3/24
24053;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24053;100004;0000738804;2463829;320;23/1/23;14/3/24
24053;100005;0000723171;M3889;96,96;4/11/22;4/3/24
24053;100006;0000814642;C5945;177,2;9/2/24;22/2/24
24053;100007;0000822448;4045286;8000;19/3/24;19/3/24
24053;100007;0000815779;3277679;352;15/2/24;8/3/24
24053;100008;0000811957;A1682579;144;29/1/24;4/3/24
24053;100001;0000804669;100977;57,6;19/12/23;4/3/24
24053;100009;0000812188;0002438496;7680;30/1/24;15/3/24
24053;100002;0000820714;K55125135;383,968;11/3/24;20/3/24
24053;100010;0000800462;0002322586;96,264;27/11/23;1/12/23
24053;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24053;100012;0000795416;3262705;7872;3/11/23;20/3/24
24053;100004;0000738446;2463785;72;19/1/23;24/1/24
24053;100005;0000723171;M3889;10,8;4/11/22;4/3/24
24053;100006;0000814642;C5945;20,16;9/2/24;22/2/24
24053;100007;0000815779;3277679;1879,2;15/2/24;8/3/24
24053;100008;0000811957;A1682579;16,2;29/1/24;4/3/24
24053;100001;0000804669;100977;6,48;19/12/23;4/3/24
24053;100009;0000812188;0002438496;864;30/1/24;26/2/24
24053;100002;0000812654;K55125135;43,2;31/1/24;13/3/24
24053;100010;0000800462;0002322586;10,88;27/11/23;1/12/23
24053;100011;0000804674;0002408591;360,8;19/12/23;14/3/24
24053;100012;0000808921;3319235;1771,2;16/1/24;12/3/24
24053;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24053;100004;0000738804;2463829;316,8;23/1/23;14/3/24
24053;100005;0000723171;M3889;96;4/11/22;4/3/24
24053;100006;0000814642;C5945;177,704;9/2/24;22/2/24
24053;100007;0000822448;4045286;8000;19/3/24;19/3/24
24053;100007;0000815779;3277679;352;15/2/24;8/3/24
24053;100008;0000811957;A1682579;144;29/1/24;4/3/24
24053;100001;0000804669;100977;57,576;19/12/23;4/3/24
24053;100009;0000820609;0002439101;5146,7528;11/3/24;20/3/24
24053;100009;0000812188;0002438496;2533,2472;30/1/24;15/3/24
24053;100002;0000820714;K55125135;384;11/3/24;20/3/24
24053;100010;0000800462;0002322586;96;27/11/23;1/12/23
24053;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24053;100012;0000795416;3262705;7754,352;3/11/23;20/3/24
24053;100012;0000808921;3319235;117,648;16/1/24;12/3/24
24054;100001;0000804669;100977;72,064;19/12/23;4/3/24
24054;100002;0000820714;K55125135;72,424;11/3/24;10/4/24
24054;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24054;100004;0000738806;2463830;320;23/1/23;21/3/24
24054;100005;0000723171;M3889;96,08;4/11/22;4/3/24
24054;100006;0000814642;C5945;178,8;9/2/24;22/2/24
24054;100007;0000822448;4045286;8352;19/3/24;8/4/24
24054;100008;0000811957;A1682579;143,992;29/1/24;4/3/24
24054;100001;0000804669;100977;57,504;19/12/23;4/3/24
24054;100009;0000820609;0002439101;7680;11/3/24;28/3/24
24054;100002;0000820714;K55125135;385,744;11/3/24;10/4/24
24054;100010;0000800462;0002322586;96,032;27/11/23;1/12/23
24054;100011;0000808869;0002408636;2568,016;16/1/24;8/4/24
24054;100011;0000804674;0002408591;631,984;19/12/23;14/3/24
24054;100012;0000795416;3262705;7872;3/11/23;20/3/24
24054;100004;0000738806;2463830;46,4;23/1/23;21/3/24
24054;100005;0000723171;M3889;7,016;4/11/22;4/3/24
24054;100006;0000814642;C5945;13,024;9/2/24;22/2/24
24054;100007;0000822448;4045286;1211,096;19/3/24;8/4/24
24054;100008;0000811957;A1682579;10,496;29/1/24;4/3/24
24054;100001;0000804669;100977;4,168;19/12/23;4/3/24
24054;100009;0000820609;0002439101;556,8;11/3/24;28/3/24
24054;100002;0000820714;K55125135;27,808;11/3/24;4/4/24
24054;100010;0000800462;0002322586;6,936;27/11/23;1/12/23
24054;100011;0000804674;0002408591;231,784;19/12/23;14/3/24
24054;100012;0000795416;3262705;1140,96;3/11/23;20/3/24
24055;100001;0000804669;100977;72,24;19/12/23;4/3/24
24055;100002;0000820714;K55125135;72,04;11/3/24;10/4/24
24055;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24055;100004;0000738806;2463830;320;23/1/23;21/3/24
24055;100005;0000723171;M3889;95,784;4/11/22;4/3/24
24055;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24055;100007;0000822448;4045286;8352;19/3/24;8/4/24
24055;100008;0000811957;A1682579;144;29/1/24;4/3/24
24055;100001;0000804669;100977;57,432;19/12/23;4/3/24
24055;100009;0000820609;0002439101;7680;11/3/24;28/3/24
24055;100002;0000820714;K55125135;384;11/3/24;10/4/24
24055;100010;0000800462;0002322586;96;27/11/23;1/12/23
24055;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24055;100012;0000795416;3262705;7873,6;3/11/23;20/3/24
24055;100004;0000738806;2463830;70,4;23/1/23;21/3/24
24055;100005;0000723171;M3889;10,656;4/11/22;4/3/24
24055;100006;0000814642;C5945;19,624;9/2/24;22/2/24
24055;100007;0000815779;3277679;1561,76;15/2/24;8/3/24
24055;100007;0000822448;4045286;276,08;19/3/24;19/3/24
24055;100008;0000811957;A1682579;15,928;29/1/24;4/3/24
24055;100001;0000804669;100977;6,36;19/12/23;4/3/24
24055;100009;0000820609;0002439101;845,28;11/3/24;28/3/24
24055;100002;0000820714;K55125135;42;11/3/24;2/4/24
24055;100010;0000800462;0002322586;10,64;27/11/23;1/12/23
24055;100011;0000804674;0002408591;352,248;19/12/23;14/3/24
24055;100012;0000795416;3262705;1731,096;3/11/23;20/3/24
24056;100001;0000804669;100977;72;19/12/23;4/3/24
24056;100002;0000820714;K55125135;72,008;11/3/24;10/4/24
24056;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24056;100004;0000738806;2463830;320;23/1/23;21/3/24
24056;100005;0000723171;M3889;96,4;4/11/22;4/3/24
24056;100006;0000814642;C5945;176,92;9/2/24;22/2/24
24056;100007;0000822448;4045286;8352;19/3/24;8/4/24
24056;100008;0000811957;A1682579;144,8;29/1/24;4/3/24
24056;100001;0000804669;100977;57,768;19/12/23;4/3/24
24056;100009;0000820609;0002439101;7744;11/3/24;28/3/24
24056;100002;0000820714;K55125135;383,92;11/3/24;10/4/24
24056;100010;0000800462;0002322586;96,28;27/11/23;1/12/23
24056;100011;0000804674;0002408591;3192;19/12/23;14/3/24
24056;100012;0000795416;3262705;7872;3/11/23;20/3/24
24056;100004;0000738806;2463830;70,4;23/1/23;21/3/24
24056;100005;0000723171;M3889;10,656;4/11/22;4/3/24
24056;100006;0000814642;C5945;19,624;9/2/24;22/2/24
24056;100007;0000815779;3277679;1561,76;15/2/24;8/3/24
24056;100007;0000822448;4045286;276,08;19/3/24;19/3/24
24056;100008;0000811957;A1682579;15,928;29/1/24;4/3/24
24056;100001;0000804669;100977;6,36;19/12/23;4/3/24
24056;100009;0000820609;0002439101;845,28;11/3/24;28/3/24
24056;100002;0000820714;K55125135;42;11/3/24;2/4/24
24056;100010;0000800462;0002322586;10,64;27/11/23;1/12/23
24056;100011;0000804674;0002408591;352,248;19/12/23;14/3/24
24056;100012;0000795416;3262705;1731,096;3/11/23;20/3/24
24057;100001;0000804669;100977;72;19/12/23;4/3/24
24057;100002;0000820714;K55125135;72;11/3/24;10/4/24
24057;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24057;100004;0000738806;2463830;320;23/1/23;21/3/24
24057;100005;0000723171;M3889;95,664;4/11/22;4/3/24
24057;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24057;100007;0000822448;4045286;8360;19/3/24;8/4/24
24057;100008;0000811957;A1682579;143,624;29/1/24;4/3/24
24057;100001;0000804669;100977;57,6;19/12/23;4/3/24
24057;100009;0000820609;0002439101;7680;11/3/24;28/3/24
24057;100002;0000820714;K55125135;383,9256;11/3/24;10/4/24
24057;100010;0000800462;0002322586;95,264;27/11/23;1/12/23
24057;100011;0000808869;0002408636;3200;16/1/24;8/4/24
24057;100012;0000795416;3262705;7872;3/11/23;20/3/24
24057;100004;0000738806;2463830;46,4;23/1/23;21/3/24
24057;100005;0000723171;M3889;7,016;4/11/22;4/3/24
24057;100006;0000814642;C5945;13,024;9/2/24;22/2/24
24057;100007;0000822448;4045286;1211,096;19/3/24;8/4/24
24057;100008;0000811957;A1682579;10,496;29/1/24;4/3/24
24057;100001;0000804669;100977;4,168;19/12/23;4/3/24
24057;100009;0000820609;0002439101;556,8;11/3/24;28/3/24
24057;100002;0000820714;K55125135;27,808;11/3/24;4/4/24
24057;100010;0000800462;0002322586;6,936;27/11/23;1/12/23
24057;100011;0000804674;0002408591;231,784;19/12/23;14/3/24
24057;100012;0000795416;3262705;1140,96;3/11/23;20/3/24
24058;100001;0000804669;100977;72;19/12/23;4/3/24
24058;100002;0000820714;K55125135;71,984;11/3/24;10/4/24
24058;100001;0000804669;100977;72,24;19/12/23;4/3/24
24058;100002;0000820714;K55125135;72,04;11/3/24;10/4/24
24058;100003;0000677338;0005645346;4800;11/3/22;15/3/24
24058;100004;0000738806;2463830;320;23/1/23;21/3/24
24058;100005;0000723171;M3889;95,784;4/11/22;4/3/24
24058;100006;0000814642;C5945;177,6;9/2/24;22/2/24
24058;100007;0000822448;4045286;8352;19/3/24;8/4/24
24058;100008;0000811957;A1682579;144;29/1/24;4/3/24
24058;100001;0000804669;100977;57,432;19/12/23;4/3/24
24058;100009;0000820609;0002439101;7680;11/3/24;28/3/24
24058;100002;0000820714;K55125135;384;11/3/24;10/4/24
24058;100010;0000800462;0002322586;96;27/11/23;1/12/23
24058;100011;0000804674;0002408591;3200;19/12/23;14/3/24
24058;100012;0000795416;3262705;7873,6;3/11/23;20/3/24
24058;100004;0000738806;2463830;70,4;23/1/23;21/3/24
24058;100005;0000723171;M3889;10,656;4/11/22;4/3/24
24058;100006;0000814642;C5945;19,624;9/2/24;22/2/24
24058;100007;0000815779;3277679;1561,76;15/2/24;8/3/24
24058;100007;0000822448;4045286;276,08;19/3/24;19/3/24
24058;100008;0000811957;A1682579;15,928;29/1/24;4/3/24
24058;100001;0000804669;100977;6,36;19/12/23;4/3/24
24058;100009;0000820609;0002439101;845,28;11/3/24;28/3/24
24058;100002;0000820714;K55125135;42;11/3/24;2/4/24
24058;100010;0000800462;0002322586;10,64;27/11/23;1/12/23
